block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
b_19-028_3585,19,1,WAIKIKI BEACH & HOTELS,200069,3585_s,5594932.2009.865111
b_433-001_3563,89,1,WAIKELE - WAIPIO,4330013,3563_muwtf,5599311.4334.867698
b_5-001_3563,5,1,MANOA VALLEY,50011,3563_muwtf,5587172.503.860690
a_54-009_3499,33,0,LOWER PEARL CITY,540061,3499_muwtf_RQoff,6000031.5408.860483
a_23-008_3537,103,1,HAWAII KAI - Kalama Valley,230038,3537_mutf_RNon,5588291.2302.848226
b_6-001_3616,6,0,PAUOA VALLEY,60125,3616_smuwtfa,5596111.605.865727
a_42-010_3495,28,1,WAIKIKI BEACH & HOTELS,420130,3495_muwtf,5599606.4209.854860
a_C-010_3495,40,0,CountryExpress! MAKAHA,C0105,3495_muwtf,5599827.6605.855007
a_A-005_3497,22,0,CityExpress! WAIPAHU,A0060,3497_a,5602228.2505.856099
a_40-004_3534,26,0,MAKAHA TOWERS,400223,3534_smuwtfa,5606367.4092.858671
b_17-001_3572,16,0,MAKIKI,170009,3572_a,5591098.1702.862447
a_17-001_3495,16,0,MAKIKI,170001,3495_muwtf,5587126.1702.847367
b_62-003_3572,131,1,ALAPAI TRANSIT CENTER,620124,3572_a,5602923.6202.869657
b_414-001_3616,112,1,CommunityAccess! KAPOLEI TC,4140006,3616_smuwtfa,5632536.4141.873501
b_55-009_3616,130,0,KANEOHE - NORTH SHORE HALEIWA,550067,3616_smuwtfa,5606835.5511.872052
a_43-004_3534,29,1,ALAPAI TRANSIT CENTER,430022,3534_smuwtfa,5596465.4302.852897
a_1-007_3495,1,0,KALIHI TRANSIT CENTER,10208,3495_muwtf,5615311.107.859761
b_4-004_3616,4,0,NUUANU - Dowsett Avenue via UH Manoa,40095,3616_smuwtfa,5597279.407.866620
b_3-005_3585,3,0,SALT LAKE,30158,3585_s,5594542.314.864866
b_A-012_3563,22,1,CityExpress! UH MANOA,A0056,3563_muwtf,5598939.2503.867395
a_9-003_3495,126,0,NAVY - Nimitz Gate,90175,3495_muwtf,5588777.909.848598
a_1-025_3495,1,1,KAHALA MALL,10203,3495_muwtf,5615287.105.859737
b_A-017_3563,22,1,CityExpress! UH MANOA,A0056,3563_muwtf,5598940.2503.867396
a_434-001_3497,90,1,VILLAGE PARK,4340043,3497_a,5602157.4341.856034
a_15-001_3534,14,1,ALAPAI TRANSIT CENTER,150011,3534_smuwtfa,5595692.1501.852266
a_9s-001_3495,125,1,PALOLO VALLEY,9s0003,3495_muwtf,5588669.9A01.848492
a_31-001_3534,24,1,TRIPLER via Kalihi Transit Center,310018,3534_smuwtfa,5596446.3103.852878
b_6-001_3585,6,0,PAUOA VALLEY,60128,3585_s,5593857.605.864276
a_23-003_3534,103,1,HAWAII KAI - SEA LIFE PARK,230033,3534_smuwtfa,5596756.2303.853150
a_9-002_3500,126,0,NAVY - Nimitz Gate,90175,3500_s,5594643.909.851793
a_2-062_3495,2,1,WAIKIKI - KCC,20112,3495_muwtf,5589424.213.848929
a_62-006_3500,131,1,HONOLULU - Ala Moana Center,620146,3500_s,5604595.6205.857606
b_412-001_3563,85,0,KAPOLEI TRANSIT CENTER,4120007,3563_muwtf,5599092.4121.867514
b_23-001_3616,36,0,KAILUA - SEA LIFE PARK,570082,3616_smuwtfa,5596734.5704.866265
a_40-011_3548,26,1,HONOLULU - Ala Moana Center,400280,3548_muwtf_UWon,5600644.4005.855597
b_57A-021_3616,124,0,KAILUA - Keolu Drive,57A0013,3616_smuwtfa,5596800.57A3.866324
a_414-001_3495,112,0,CommunityAccess! KAPOLEI TC,4140010,3495_muwtf,5632219.4141.860086
a_413-002_3534,86,1,KAPOLEI TRANSIT CENTER,4130009,3534_smuwtfa,5605396.4132.857900
a_403-002_3495,82,1,WAIANAE TRANSIT CENTER,4020005,3495_muwtf,5599287.4023.854561
b_3-003_3572,3,1,KAPIOLANI COMM COLLEGE,30162,3572_a,5592340.311.863447
b_42-013_3616,28,1,PEARLRIDGE,420125,3616_smuwtfa,5605286.4208.870867
a_80A-001_3522,69,0,EXPRESS - University - Downtown,80A0026,3522_muwtf_UMon,5587044.80A5.847307
a_C-014_3495,40,1,CountryExpress! ALA MOANA,C0102,3495_muwtf,5599811.6601.854991
b_403-001_3585,82,0,LUALUALEI HOMESTEADS,4020006,3585_s,5604355.4022.870496
a_54-001_3495,33,1,ALAPAI TRANSIT CENTER via Red Hill,540048,3495_muwtf,5587623.5404.847723
a_18-001_3495,128,1,UPPER AINA HAINA,240006,3495_muwtf,5588598.2402.848421
a_13-003_3534,127,1,WAIKIKI - UH Manoa,130118,3534_smuwtfa,5613530.1312.859567
b_432-002_3585,88,1,WAIPAHU TRANSIT CENTER,4320022,3585_s,5603803.4322.870041
a_19-026_3534,18,0,AIRPORT - HICKAM,190126,3534_smuwtfa,5597425.1903.853613
b_411-002_3572,85,0,KAPOLEI TRANSIT CENTER,4120007,3572_a,5601871.4121.868872
a_A-005_3534,22,0,CityExpress! KALIHI TRANSIT CENTER,A0061,3534_smuwtfa,5606224.2501.858577
a_10-001_3500,10,1,ALEWA HEIGHTS,100002,3500_s,5593580.1001.850873
b_3-003_3572,3,0,SALT LAKE,30158,3572_a,5592369.314.863476
a_8-003_3497,8,1,WAIKIKI BEACH & HOTELS,80018,3497_a,5591604.803.849738
a_40-007_3552,26,1,HONOLULU - Ala Moana Center,400232,3552_muwtf_UWoff,5600526.4005.855479
b_70-001_3616,41,0,MAUNAWILI,700002,3616_smuwtfa,5595800.7002.865502
a_13-004_3495,127,1,WAIKIKI - UH Manoa,130116,3495_muwtf,5613102.1312.859327
a_C-002_3495,40,1,CountryExpress! ALA MOANA,C0102,3495_muwtf,5599813.6601.854993
b_403-002_3572,82,0,LUALUALEI HOMESTEADS,4020006,3572_a,5602552.4022.869405
a_8-006_3534,8,0,ALA MOANA CENTER,80021,3534_smuwtfa,5596569.801.852991
b_17-001_3585,16,0,MAKIKI,170001,3585_s,5593487.1702.863949
b_7-001_3585,7,1,KALIHI UKA,70053,3585_s,5593529.702.863989
b_7-002_3572,7,0,KAMEHAMEHA IV ROAD,70056,3572_a,5591731.703.863023
b_501-001_3572,115,1,MILILANI via Kuahelani,5040005,3572_a,5632246.5041.873237
b_85-011_3561,53,0,EXPRESS - Kailua - Kaneohe,850073,3561_muwtf_RPon,5587475.8504.860925
a_42-006_3500,28,0,EWA BEACH via Arizona Memorial,420122,3500_s,5603839.4205.856997
a_13-003_3495,127,1,WAIKIKI - UH Manoa,130118,3495_muwtf,5613018.1312.859243
b_52-003_3585,129,0,WAHIAWA - HALEIWA,520090,3585_s,5604720.5217.870770
b_13-006_3616,127,1,WAIKIKI - UH Manoa,130116,3616_smuwtfa,5613577.1312.872615
b_4-005_3572,4,0,NUUANU - Dowsett Avenue via UH Manoa,40095,3572_a,5592639.407.863598
b_501-001_3572,113,0,MILILANI MAUKA,5010007,3572_a,5632289.5011.873280
b_42-002_3616,28,0,EWA BEACH via Arizona Memorial,420122,3616_smuwtfa,5605268.4205.870849
a_501-001_3497,115,1,MILILANI via Kuahelani,5040005,3497_a,5632250.5041.860109
a_71-001_3534,42,0,NEWTOWN,710010,3534_smuwtfa,5605491.7102.857983
a_42-004_3495,28,1,WAIKIKI BEACH & HOTELS,420131,3495_muwtf,5599625.4209.854879
a_2-042_3534,2,0,SCHOOL STREET - Middle Street,20120,3534_smuwtfa,5597499.207.853666
a_17-001_3495,16,0,MAKIKI,170001,3495_muwtf,5587083.1702.847324
b_3-002_3585,3,1,KAPIOLANI COMM COLLEGE,30162,3585_s,5594598.311.864922
a_2-040_3495,2,1,WAIKIKI - KCC,20112,3495_muwtf,5589563.213.849068
b_8-005_3563,127,1,WAIKIKI - UH Manoa,130116,3563_muwtf,5613100.1312.872326
b_42-007_3585,28,0,EWA BEACH via Arizona Memorial,420121,3585_s,5603849.4205.870083
b_41-001_3563,84,0,KAPOLEI TRANSIT CENTER,4110027,3563_muwtf,5599523.4111.867900
b_6-001_3563,6,0,PAUOA VALLEY,60125,3563_muwtf,5587865.605.861160
b_83-003_3616,51,1,EXPRESS - Downtown,830022,3616_smuwtfa,5605513.8301.871040
a_A-002_3534,22,0,CityExpress! KALIHI TRANSIT CENTER,A0061,3534_smuwtfa,5606239.2501.858592
a_414-001_3534,112,0,CommunityAccess! KAPOLEI TC,4140009,3534_smuwtfa,5632557.4141.860390
b_411-001_3616,84,0,KAPOLEI TRANSIT CENTER,4110028,3616_smuwtfa,5605541.4111.871052
a_40-003_3534,26,1,WAIPAHU TRANSIT CENTER,400233,3534_smuwtfa,5606305.400D.858632
a_501-001_3534,113,1,MILILANI MAUKA,5010006,3534_smuwtfa,5632599.5011.860430
a_17-001_3495,16,1,ALA MOANA CENTER,170008,3495_muwtf,5587104.1701.847345
b_65-002_3563,39,0,KANEOHE - KAHALUU,650096,3563_muwtf,5600161.6504.868344
a_4-004_3495,4,0,NUUANU - Kimo Drive via UH Manoa,40096,3495_muwtf,5589035.408.848648
a_7-002_3495,7,0,KAMEHAMEHA IV ROAD,70056,3495_muwtf,5588198.703.848165
b_1-001_3572,1,1,KAHALA MALL,10203,3572_a,5591849.105.863132
b_2-032_3563,2,0,SCHOOL STREET - Middle Street,20120,3563_muwtf,5589539.207.862223
b_9-003_3616,126,0,NAVY - Nimitz Gate,90175,3616_smuwtfa,5597699.909.866946
b_432-001_3563,88,0,WEST WAIPAHU - Leoku Street,4320017,3563_muwtf,5598621.4323.867191
a_15-001_3500,14,1,ALAPAI TRANSIT CENTER,150011,3500_s,5593636.1501.850927
b_2-033_3563,2,1,WAIKIKI - KCC,20112,3563_muwtf,5589496.213.862180
b_53-004_3563,32,1,HONOLULU - Ala Moana via Red Hill,530041,3563_muwtf,5598687.5307.867253
a_411-001_3500,85,1,MAKAKILO PANANA ST,4120006,3500_s,5603634.4122.856802
a_432-002_3497,88,1,WAIPAHU TRANSIT CENTER,4320022,3497_a,5602000.4322.855881
a_57-003_3534,36,1,HONOLULU - Ala Moana Center,570077,3534_smuwtfa,5596749.5702.853143
a_8-005_3534,8,1,WAIKIKI BEACH & HOTELS,80018,3534_smuwtfa,5596562.803.852984
a_432-001_3497,88,1,EAST WAIPAHU - Paiwa Street,4320025,3497_a,5602037.4321.855918
b_92-001_3586,44,1,IN SERVICE,730009,3586_muwtf_RQon,5600128.1.868312
b_433-001_3563,89,1,WAIKELE - WAIPIO,4330013,3563_muwtf,5599308.4334.867695
b_3-001_3572,3,0,SALT LAKE,30158,3572_a,5592350.314.863457
b_6-001_3616,6,1,ALA MOANA CENTER,60121,3616_smuwtfa,5596095.601.865714
b_32-001_3572,25,1,KALIHI TRANSIT CENTER,320041,3572_a,5591642.3204.862941
b_91-007_3616,58,0,EXPRESS - Ewa Beach,910009,3616_smuwtfa,5605616.9102.871127
a_7-002_3497,7,0,KAMEHAMEHA IV ROAD,70056,3497_a,5591727.703.849840
b_434-001_3616,90,0,VILLAGE PARK,4340022,3616_smuwtfa,5606112.4341.871505
a_13-008_3500,127,1,WAIKIKI - UH Manoa,130118,3500_s,5613342.1312.859418
b_24-002_3572,128,1,UPPER AINA HAINA,240001,3572_a,5592116.2402.863243
b_9-003_3563,126,0,NAVY - Nimitz Gate,90175,3563_muwtf,5588799.909.861836
b_C-010_3563,40,1,CountryExpress! ALA MOANA,C0102,3563_muwtf,5599842.6601.868136
b_434-001_3585,90,1,WAIPAHU TRANSIT CENTER,4340042,3585_s,5604061.4343.870249
a_19-025_3497,18,0,AIRPORT - HICKAM,190125,3497_a,5592739.1903.850507
b_2-031_3585,2,1,WAIKIKI - KCC,20112,3585_s,5595028.213.865157
b_53-002_3616,32,1,HONOLULU - Ala Moana via Red Hill,530041,3616_smuwtfa,5605893.5307.871341
b_57-004_3563,124,0,KAILUA - Keolu Drive,57A0013,3563_muwtf,5588329.57A3.861548
b_9s-001_3563,125,1,PALOLO VALLEY,9s0003,3563_muwtf,5661914.9A01.873595
b_433-002_3616,89,1,WAIKELE - WAIPIO,4330013,3616_smuwtfa,5606036.4334.871433
a_19-027_3495,19,1,WAIKIKI BEACH & HOTELS,200069,3495_muwtf,5589250.2009.848825
b_432-001_3563,88,0,WAIPAHU TRANSIT CENTER,4320024,3563_muwtf,5598593.4322.867163
b_9-001_3616,126,1,KAIMUKI - KCC,90159,3616_smuwtfa,5597672.912.866919
b_44-001_3616,30,0,EWA VILLAGES - EWA BEACH,440015,3616_smuwtfa,5605727.4404.871183
a_41-003_3495,84,0,KAPOLEI TRANSIT CENTER,4110027,3495_muwtf,5599508.4111.854771
b_432-001_3585,88,1,EAST WAIPAHU - Paiwa Street,4320025,3585_s,5603720.4321.869958
b_1-005_3572,1,1,KAHALA MALL,10202,3572_a,5591862.105.863145
b_14-001_3563,13,0,WAIKIKI - SAINT LOUIS HEIGHTS,140038,3563_muwtf,5693780.1409.873765
b_31-001_3572,24,0,AIRPORT via Kalihi Transit Center,310021,3572_a,5591671.3104.862966
a_432-002_3495,88,1,EAST WAIPAHU - Paiwa Street,4320025,3495_muwtf,5598549.4321.854003
a_1-009_3500,1,1,HAWAII KAI,10201,3500_s,5594232.113.851442
b_17-001_3616,16,0,MAKIKI,170001,3616_smuwtfa,5595575.1702.865310
b_93-017_3563,26,1,HONOKAI HALE,400227,3563_muwtf,5599919.4004.868172
b_503-001_3585,114,0,LAUNANI VALLEY,5030011,3585_s,5632382.5031.873361
b_93-014_3563,60,0,EXPRESS - Makaha,930023,3563_muwtf,5599905.9302.868160
b_1-008_3572,1,0,KALIHI TRANSIT CENTER,10205,3572_a,5591780.107.863063
a_72-001_3495,43,0,WHITMORE via Wahiawa,720031,3495_muwtf,5598799.7203.854213
b_8-005_3616,8,1,WAIKIKI BEACH & HOTELS,80018,3616_smuwtfa,5596613.803.866172
b_15-001_3616,14,1,ALAPAI TRANSIT CENTER,150011,3616_smuwtfa,5595687.1501.865398
a_43-001_3495,29,1,ALAPAI TRANSIT CENTER,430022,3495_muwtf,5588107.4302.848087
b_15-002_3564,14,1,ALAPAI TRANSIT CENTER,150012,3564_muwtf_RRon,5586983.1501.860542
b_434-001_3572,90,0,VILLAGE PARK,4340022,3572_a,5602141.4341.869132
a_432-002_3497,88,0,WAIPAHU TRANSIT CENTER,4320024,3497_a,5601924.4322.855805
b_8-002_3572,8,0,ALA MOANA CENTER,80021,3572_a,5591507.801.862822
b_411-002_3572,84,1,MAKAKILO HEIGHTS,4110023,3572_a,5601812.4112.868813
b_14-001_3616,13,0,SAINT LOUIS HEIGHTS via Waialae,140038,3616_smuwtfa,5696018.1407.873944
a_62-005_3495,131,0,WAHIAWA HEIGHTS,620161,3495_muwtf,5600388.6208.855451
b_32-002_3572,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3572_a,5591626.3202.862925
b_9-005_3572,126,1,KAIMUKI - KCC,90173,3572_a,5592474.912.863555
a_54-001_3497,33,1,ALAPAI TRANSIT CENTER via Red Hill,540048,3497_a,5591296.5404.849456
a_22-004_3500,21,0,TheBeachBus - WAIKIKI BEACH,220052,3500_s,5593704.2208.850991
b_2-039_3572,2,0,SCHOOL STREET - Middle Street,20120,3572_a,5592999.207.863893
a_1-009_3497,1,1,HAWAII KAI,10201,3497_a,5591885.113.849989
a_17-001_3497,16,1,ALA MOANA CENTER,170008,3497_a,5591107.1701.849277
b_14-001_3615,13,1,MAUNALANI HEIGHTS via Waialae,140041,3615_muwtf_RTon,5697001.1406.873971
b_7-011_3607,7,1,KALIHI UKA,70054,3607_w_RDon,5588186.702.861438
b_24-002_3616,128,0,KAHALA MALL,240003,3616_smuwtfa,5596879.2401.866370
a_52-001_3500,129,0,WAHIAWA - HALEIWA,520090,3500_s,5604724.5217.857735
a_9s-001_3497,125,1,PALOLO VALLEY,9s0003,3497_a,5592232.9A01.850162
b_1-014_3572,1,1,HAWAII KAI,10201,3572_a,5591891.113.863174
a_4-012_3495,4,0,NUUANU - Pauoa Road via UH Manoa,40097,3495_muwtf,5589084.410.848697
b_54-002_3572,33,0,UPPER PEARL CITY,540060,3572_a,5591278.5409.862617
b_1-010_3616,1,1,KAHALA MALL,10203,3616_smuwtfa,5596193.105.865796
b_A-006_3585,22,1,CityExpress! UH MANOA,A0056,3585_s,5604083.2503.870267
a_13-007_3500,127,1,WAIKIKI - UH Manoa,130118,3500_s,5613282.1312.859358
a_8-006_3500,8,0,ALA MOANA CENTER,80021,3500_s,5593972.801.851224
b_5-001_3616,5,0,ALA MOANA CENTER,50013,3616_smuwtfa,5595714.501.865423
b_52-002_3616,129,0,WAHIAWA - HALEIWA,520090,3616_smuwtfa,5606877.5217.872094
a_434-001_3534,90,0,VILLAGE PARK,4340022,3534_smuwtfa,5606115.4341.858470
b_434-001_3572,90,1,VILLAGE PARK,4340043,3572_a,5602159.4341.869150
b_40-001_3563,26,1,HONOLULU - Ala Moana Center,400232,3563_muwtf,5600513.4005.868580
b_62-003_3572,131,0,WAHIAWA HEIGHTS,620162,3572_a,5602997.6208.869730
b_54-001_3616,33,0,LOWER PEARL CITY,540061,3616_smuwtfa,5595996.5408.865639
b_2-035_3563,2,0,SCHOOL STREET - Middle Street,20120,3563_muwtf,5589514.207.862198
b_432-001_3572,88,1,WAIPAHU TRANSIT CENTER,4320022,3572_a,5602019.4322.869014
a_13-007_3534,127,0,LILIHA - Puunui Avenue,130120,3534_smuwtfa,5613551.1306.859588
b_411-002_3585,84,0,KAPOLEI TRANSIT CENTER,4110027,3585_s,5603581.4111.869825
b_13-004_3616,127,0,LILIHA - Puunui Avenue,130120,3616_smuwtfa,5613564.1306.872602
b_32-001_3563,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3563_muwtf,5587998.3202.861281
b_44-001_3616,30,1,WAIPAHU - Leoku Street,440008,3616_smuwtfa,5605707.4405.871163
b_411-002_3585,84,0,KAPOLEI TRANSIT CENTER,4110027,3585_s,5603578.4111.869822
b_15-003_3564,14,1,ALAPAI TRANSIT CENTER,150012,3564_muwtf_RRon,5587003.1501.860562
b_56-005_3616,35,1,HONOLULU - Ala Moana Center,560025,3616_smuwtfa,5595846.5602.865546
b_9-005_3572,126,0,NAVY - Nimitz Gate,90175,3572_a,5592447.909.863536
a_413-001_3495,86,1,KAPOLEI TRANSIT CENTER,4130009,3495_muwtf,5599972.4132.855075
a_1-016_3495,1,1,KAHALA MALL,10203,3495_muwtf,5615284.105.859734
a_56-005_3534,35,0,KAILUA - KANEOHE,560030,3534_smuwtfa,5595828.5604.852391
a_19-027_3534,19,0,AIRPORT - PEARLRIDGE,200076,3534_smuwtfa,5597409.2003.853601
b_8-006_3585,8,1,WAIKIKI BEACH & HOTELS,80018,3585_s,5594040.803.864450
a_8-002_3497,8,0,ALA MOANA CENTER,80021,3497_a,5591553.801.849689
b_14-002_3585,13,0,WAIKIKI - SAINT LOUIS HEIGHTS,140038,3585_s,5695943.1409.873887
a_1-013_3534,1,1,KAHALA MALL,10203,3534_smuwtfa,5596228.105.852694
a_9-004_3497,126,1,KAIMUKI - KCC,90159,3497_a,5592431.912.850341
a_433-001_3534,89,1,WAIKELE - WAIPIO,4330013,3534_smuwtfa,5606027.4334.858386
a_403-001_3500,82,1,WAIANAE TRANSIT CENTER,4020005,3500_s,5604377.4023.857441
b_40-008_3572,26,1,HONOLULU - Ala Moana Center,400232,3572_a,5624148.4005.872874
a_19-023_3500,18,0,AIRPORT - HICKAM,190124,3500_s,5594915.1903.851936
b_E-003_3585,109,1,CountryExpress! DOWNTOWN,E0032,3585_s,5604499.6802.870559
b_10-001_3574,10,1,ALEWA HEIGHTS,100002,3574_w_RVon,5587571.1001.860983
b_E-008_3563,109,1,CountryExpress! DOWNTOWN,E0032,3563_muwtf,5599727.6802.868037
a_53-001_3500,32,0,PACIFIC PALISADES,530052,3500_s,5604549.530C.857562
a_65-001_3495,39,1,DOWNTOWN - Bishop Street,650093,3495_muwtf,5600178.6501.855247
a_55-003_3495,130,1,HONOLULU - Ala Moana Center,550066,3495_muwtf,5600299.5502.855365
b_85A-003_3563,1,0,KALIHI TRANSIT CENTER,10210,3563_muwtf,5587456.107.860909
a_3-002_3497,3,1,KAPIOLANI COMM COLLEGE,30152,3497_a,5592321.311.850249
b_11-001_3572,11,1,ALAPAI TRANSIT CENTER,110008,3572_a,5591354.1104.862685
b_433-002_3563,89,0,WAIPAHU TRANSIT CENTER,4330014,3563_muwtf,5599348.4333.867735
b_31-001_3572,24,0,AIRPORT via Kalihi Transit Center,310020,3572_a,5591677.3104.862972
a_432-001_3500,88,1,WAIPAHU TRANSIT CENTER,4320022,3500_s,5603814.4322.856976
a_9s-001_3534,125,0,PALOLO VALLEY,9s0004,3534_smuwtfa,5596981.9A01.853327
b_54-001_3563,33,1,ALAPAI TRANSIT CENTER via Red Hill,540048,3563_muwtf,5587619.5404.861004
b_1-008_3616,1,0,KALIHI TRANSIT CENTER,10207,3616_smuwtfa,5596333.107.865936
b_2-039_3563,2,0,SCHOOL STREET - Middle Street,20120,3563_muwtf,5589544.207.862228
b_98-002_3563,64,1,EXPRESS - Downtown,980017,3563_muwtf,5587764.9801.861109
a_432-002_3495,88,0,WAIPAHU TRANSIT CENTER,4320024,3495_muwtf,5598575.4322.854029
b_E-005_3563,109,1,CountryExpress! DOWNTOWN,E0032,3563_muwtf,5599734.6802.868044
a_18-001_3497,17,1,UH MANOA - Dole Street,180015,3497_a,5592110.1802.850058
a_53-001_3495,32,1,HONOLULU - Ala Moana via Red Hill,530041,3495_muwtf,5598693.5307.854143
a_2-038_3495,2,0,SCHOOL STREET - Middle Street,20120,3495_muwtf,5589527.207.849032
b_92-004_3563,59,0,EXPRESS - Makakilo,920013,3563_muwtf,5598389.9202.867044
b_43-001_3616,29,1,ALAPAI TRANSIT CENTER,430022,3616_smuwtfa,5596452.4302.866021
a_65-001_3495,39,1,DOWNTOWN - Bishop Street,650093,3495_muwtf,5600184.6501.855253
a_6-002_3495,6,1,WOODLAWN DRIVE via East-West Road,60123,3495_muwtf,5587853.609.847863
b_20-042_3616,19,0,AIRPORT - PEARLRIDGE,200075,3616_smuwtfa,5597407.2003.866736
b_403-002_3616,82,0,LUALUALEI HOMESTEADS,4020006,3616_smuwtfa,5606458.4022.871801
b_85-004_3563,53,1,EXPRESS - University,850084,3563_muwtf,5587470.8505.860920
a_55-005_3534,130,0,KANEOHE - NORTH SHORE HALEIWA,550067,3534_smuwtfa,5606833.5511.859049
a_403-001_3534,82,0,LUALUALEI HOMESTEADS,4020006,3534_smuwtfa,5606459.4022.858763
a_53-001_3497,32,0,PACIFIC PALISADES,530052,3497_a,5602794.530C.856454
a_1-005_3497,1,1,HAWAII KAI,10201,3497_a,5591870.113.849974
a_80-003_3534,48,0,EXPRESS - Downtown,800011,3534_smuwtfa,5595872.8001.852421
a_432-001_3500,88,1,EAST WAIPAHU - Paiwa Street,4320025,3500_s,5603718.4321.856880
a_40-012_3497,26,1,HONOLULU - Ala Moana Center,400232,3497_a,5624120.4005.859857
a_432-002_3495,88,1,WAIPAHU TRANSIT CENTER,4320022,3495_muwtf,5598663.4322.854117
a_40-010_3546,26,0,MAKAHA TOWERS,400216,3546_a_UWoff,5624156.4092.859893
a_76-001_3500,46,1,WAIALUA,760008,3500_s,5603520.7602.856692
b_8-002_3563,8,0,ALA MOANA CENTER,80021,3563_muwtf,5587394.801.860887
a_3-001_3534,3,0,SALT LAKE,30158,3534_smuwtfa,5597095.314.853439
b_62-002_3563,131,0,WAHIAWA HEIGHTS,620162,3563_muwtf,5600351.6208.868531
a_4-004_3500,4,1,UNIVERSITY - MOILIILI,40091,3500_s,5594816.412.851846
b_53-003_3563,32,0,PACIFIC PALISADES via Red Hill,530048,3563_muwtf,5598721.5308.867287
b_415-001_3570,87,1,KALAELOA,4150010,3570_muwtf_RAon,5598763.4151.867311
b_55-001_3616,130,1,HONOLULU - Ala Moana Center,550076,3616_smuwtfa,5606826.5502.872043
a_501-001_3497,113,1,MILILANI MAUKA,5010006,3497_a,5632269.5011.860128
a_432-001_3500,88,1,WAIPAHU TRANSIT CENTER,4320022,3500_s,5603806.4322.856968
a_1-016_3497,1,0,KALIHI TRANSIT CENTER,10205,3497_a,5591943.107.850047
b_3-001_3585,3,0,SALT LAKE,30158,3585_s,5594541.314.864865
a_22-002_3530,21,0,TheBeachBus - WAIKIKI BEACH,220052,3530_mwtf,5587227.2208.847458
b_2-039_3572,2,0,SCHOOL STREET - Middle Street,20120,3572_a,5592967.207.863861
a_40-005_3546,26,1,HONOLULU - Ala Moana Center,400232,3546_a_UWoff,5624122.4005.859859
a_62-001_3495,131,0,WAHIAWA HEIGHTS,620157,3495_muwtf,5600321.6208.855387
a_32-001_3497,25,1,KALIHI TRANSIT CENTER,320041,3497_a,5591631.3204.849751
b_503-001_3616,114,1,LAUNANI VALLEY,5030010,3616_smuwtfa,5632504.5031.873471
b_43-005_3563,29,1,ALAPAI TRANSIT CENTER,430022,3563_muwtf,5588112.4302.861377
b_9-002_3599,126,1,KAIMUKI - KCC,90158,3599_muwtf_PHon,5588750.912.861787
a_55-004_3500,130,0,KANEOHE - NORTH SHORE HALEIWA,550077,3500_s,5604614.5511.857625
a_411-001_3500,84,0,KAPOLEI TRANSIT CENTER,4110027,3500_s,5603590.4111.856758
b_3-022_3563,3,1,KAPIOLANI COMM COLLEGE,30164,3563_muwtf,5589957.311.862326
a_432-002_3495,88,0,WAIPAHU TRANSIT CENTER,4320024,3495_muwtf,5598569.4322.854023
a_70-001_3500,41,0,MAUNAWILI,700001,3500_s,5593556.7002.850851
b_73-003_3567,44,0,PEARL CITY PENINSULA,730024,3567_m_RQon,5600122.7303.868310
a_56-005_3534,35,1,HONOLULU - Ala Moana Center,560027,3534_smuwtfa,5595854.5602.852417
b_3-007_3585,3,0,SALT LAKE,30158,3585_s,5594534.314.864858
a_62-005_3500,131,1,ALAPAI TRANSIT CENTER,620124,3500_s,5604695.6202.857706
b_13-001_3616,127,0,LILIHA - Puunui Avenue,130120,3616_smuwtfa,5613545.1306.872583
b_432-001_3616,88,1,EAST WAIPAHU - Paiwa Street,4320025,3616_smuwtfa,5605750.4321.871202
b_1-002_3585,1,1,KAHALA MALL,10203,3585_s,5594255.105.864623
a_17-001_3497,16,0,MAKIKI,170009,3497_a,5591091.1702.849261
a_C-008_3497,40,0,CountryExpress! MAKAHA,C0105,3497_a,5602657.6605.856367
a_14-002_3495,13,1,MAUNALANI HEIGHTS,140029,3495_muwtf,5589370.1402.848883
a_A-007_3534,22,1,CityExpress! UH MANOA,A0057,3534_smuwtfa,5606216.2503.858569
a_62-008_3495,131,1,ALAPAI TRANSIT CENTER,620124,3495_muwtf,5600350.6202.855416
a_2-057_3495,132,0,SCHOOL STREET - Limited Stops,2L0004,3495_muwtf,5589598.2A04.849103
b_503-001_3563,114,1,LAUNANI VALLEY,5030006,3563_muwtf,5632116.5031.873119
b_1-009_3563,1,1,KAHALA MALL,10203,3563_muwtf,5615266.105.872705
a_W3-003_3497,79,0,KALIHI via SCHOOL STREET,W30003,3497_a,5592099.9E31.850054
a_17-001_3534,16,0,MAKIKI,170001,3534_smuwtfa,5595612.1702.852210
b_57-001_3572,36,1,HONOLULU - Ala Moana Center,570077,3572_a,5609720.5702.872158
b_24-001_3572,17,0,ALA MOANA CENTER,180012,3572_a,5592138.1801.863259
b_80-001_3616,48,0,EXPRESS - Downtown,800011,3616_smuwtfa,5595871.8001.865557
a_42-003_3495,28,0,EWA BEACH via Arizona Memorial,420122,3495_muwtf,5599557.4205.854813
b_8-005_3616,8,0,ALA MOANA CENTER,80021,3616_smuwtfa,5596546.801.866105
b_8-006_3616,8,0,ALA MOANA CENTER,80021,3616_smuwtfa,5596503.801.866062
b_7-002_3563,7,0,KAMEHAMEHA IV ROAD,70056,3563_muwtf,5588155.703.861408
